ticket_id,customer_id,category,priority,created_at,resolved_at,resolution_hours,satisfaction_score,agent_name,channel,description
TKT-00084,CUST-458,Technical,Medium,2024-03-28T07:10:00Z,,,,Cristian Santos,chat,Impact fly bit claim in many.
TKT-00085,CUST-446,Security,Medium,2024-03-02T04:00:15Z,2024-03-03T01:00:15Z,21.0,8.0,Dylan Miller,portal,Support request: Spend nearly lawyer fire follow wife.
TKT-00086,CUST-272,Account,High,2024-03-05T01:16:32Z,2024-03-06T03:16:32Z,26.0,10.0,Angie Henderson,email,Ten stay ability thank left approach.
TKT-00087,CUST-087,Onboarding,High,2024-03-28T15:45:03Z,2024-03-31T05:45:03Z,62.0,10.0,Abigail Shaffer,chat,Gun series personal service data near until.
TKT-00088,CUST-208,Technical,Critical,2024-03-22T06:18:49Z,2024-03-22T08:18:49Z,2.0,2.0,Angie Henderson,phone,Thing machine ahead picture son report.
TKT-00089,CUST-001,Performance,Medium,2024-03-16T13:27:08Z,2024-03-16T22:27:08Z,9.0,,Cristian Santos,chat,Customer escalation: Nearly need behavior yeah tree.. Reach out at pvalentine@example.org.
TKT-00090,CUST-046,Onboarding,Low,2024-03-26T12:53:49Z,,,,Monica Herrera,email,Significant take future skin environment.
TKT-00091,CUST-213,Technical,High,2024-03-05T11:46:13Z,2024-03-08T07:46:13Z,68.0,2.0,Allison Hill,email,Support request: Executive fear only.
TKT-00092,CUST-450,Performance,Medium,2024-03-12T22:48:00Z,2024-03-14T05:48:00Z,31.0,6.0,Angie Henderson,chat,Tend land machine forward several help usually.
TKT-00093,CUST-425,Technical,High,2024-03-15T15:45:52Z,2024-03-17T22:45:52Z,55.0,3.0,Allison Hill,chat,Wonder draw him task improve.
TKT-00094,CUST-073,Onboarding,Low,2024-03-17T09:36:02Z,2024-03-20T07:36:02Z,70.0,5.0,Monica Herrera,portal,Seat relate specific history professional star.
TKT-00095,CUST-018,Integration,Medium,2024-03-24T17:05:33Z,2024-03-27T07:05:33Z,62.0,10.0,Angie Henderson,phone,Support request: Manager already maybe opportunity.
TKT-00096,CUST-429,Billing,High,2024-03-16T06:21:21Z,2024-03-19T05:21:21Z,71.0,4.0,Allison Hill,email,Support request: Them key moment lead.
TKT-00097,CUST-204,Account,Critical,2024-03-29T03:57:21Z,2024-03-30T15:57:21Z,36.0,4.0,Michele Williams,phone,Improve pressure child light.
TKT-00098,CUST-104,Account,High,2024-03-20T19:40:16Z,2024-03-23T17:40:16Z,70.0,5.0,Dylan Miller,phone,Full realize power system system.
TKT-00099,CUST-145,Integration,High,2024-03-30T13:20:33Z,2024-04-02T05:20:33Z,64.0,1.0,Angie Henderson,chat,Here first responsibility service their along attention.
TKT-00100,CUST-206,Technical,Medium,2024-03-04T14:50:29Z,2024-03-05T07:50:29Z,17.0,5.0,Jamie Arnold,phone,Range explain dinner bed within set region beyond.
TKT-00101,CUST-290,Security,High,2024-03-21T20:46:51Z,2024-03-24T11:46:51Z,63.0,8.0,Gabrielle Davis,email,Really tough animal someone.
TKT-00102,CUST-320,Security,Medium,2024-03-23T16:54:12Z,,,,Lisa Hensley,email,Grow issue each include radio.
TKT-00103,CUST-230,Billing,Low,2024-03-20T16:52:04Z,2024-03-21T09:52:04Z,17.0,3.0,Abigail Shaffer,portal,Color bad that people.
TKT-00104,CUST-202,Security,Low,2024-03-17T02:49:41Z,,,,Jamie Arnold,email,Customer escalation: Marriage on discussion point least.. Reach out at nolansteven@example.com.
TKT-00105,CUST-041,Performance,Low,2024-03-28T22:20:38Z,2024-03-30T09:20:38Z,35.0,3.0,Allison Hill,portal,High grow fast recognize against.
TKT-00106,CUST-159,Technical,High,2024-03-10T23:01:04Z,2024-03-13T16:01:04Z,65.0,3.0,Ryan Munoz,email,Support request: Ever not rate seat any paper.
TKT-00107,CUST-428,Onboarding,Critical,2024-03-16T01:33:46Z,2024-03-18T10:33:46Z,57.0,5.0,Michele Williams,email,Strategy total simply discover soon despite couple.
TKT-00108,CUST-269,Technical,Medium,2024-03-25T04:59:13Z,2024-03-27T23:59:13Z,67.0,,Ryan Munoz,phone,Question return process stuff pick.
TKT-00109,CUST-281,Billing,High,2024-03-11T06:57:45Z,,,,Dylan Miller,email,Position final kid often run bed far section.
TKT-00110,CUST-296,Technical,Medium,2024-03-13T20:02:13Z,2024-03-15T05:02:13Z,33.0,10.0,Michele Williams,phone,Support request: Customer skill theory hand.
TKT-00111,CUST-129,Feature Request,Medium,2024-03-23T20:46:41Z,2024-03-26T03:46:41Z,55.0,9.0,Abigail Shaffer,chat,Tree store either station loss southern second.
TKT-00112,CUST-264,Integration,Medium,2024-03-01T19:27:32Z,2024-03-02T02:27:32Z,7.0,3.0,Angie Henderson,chat,Sound life away senior difficult put.
TKT-00113,CUST-144,Account,Medium,2024-03-22T05:39:25Z,,,,Allison Hill,email,Support request: Whose source hand so add Mr.
TKT-00114,CUST-337,Feature Request,High,2024-03-14T21:50:10Z,,,,Cristian Santos,email,Happy see energy herself police he push.
TKT-00115,CUST-144,Onboarding,High,2024-03-01T07:25:08Z,2024-03-01T13:25:08Z,6.0,3.0,Noah Rhodes,portal,Support request: Agent this no trip determine as statement.
TKT-00116,CUST-034,Security,Medium,2024-03-01T21:13:58Z,2024-03-03T08:13:58Z,35.0,7.0,Cristian Santos,email,Power bring animal also you.
TKT-00117,CUST-105,Onboarding,Medium,2024-03-02T06:32:06Z,2024-03-02T08:32:06Z,2.0,,Daniel Wagner,portal,Best thought career law.
TKT-00118,CUST-299,Onboarding,Medium,2024-03-30T19:19:51Z,,,,Jamie Arnold,chat,Industry score choice increase between majority impact.
TKT-00119,CUST-489,Technical,Medium,2024-03-23T15:32:24Z,2024-03-24T07:32:24Z,16.0,4.0,Dylan Miller,chat,Support request: Allow have kitchen wear talk.
TKT-00120,CUST-346,Performance,High,2024-03-26T19:45:40Z,2024-03-26T22:45:40Z,3.0,1.0,Monica Herrera,email,Wonder happen top population.
TKT-00121,CUST-167,Billing,High,2024-03-21T03:25:00Z,2024-03-23T07:25:00Z,52.0,5.0,Connie Lawrence,phone,Huge couple business summer.
TKT-00122,CUST-273,Security,Medium,2024-03-04T16:57:35Z,2024-03-07T05:57:35Z,61.0,5.0,Gina Moore,email,Begin deep police wife anything four writer.
TKT-00123,CUST-178,Performance,Medium,2024-03-03T03:31:04Z,2024-03-04T23:31:04Z,44.0,9.0,Lisa Hensley,email,Day stop never only spend do similar.
TKT-00124,CUST-494,Technical,Medium,2024-03-18T02:27:31Z,,,,Michele Williams,chat,Able teach certain candidate economy company produce ago.
TKT-00125,CUST-272,Performance,High,2024-03-11T13:44:35Z,2024-03-13T08:44:35Z,43.0,6.0,Ryan Munoz,phone,Support request: Group small open.
TKT-00126,CUST-441,Technical,Medium,2024-03-21T13:13:57Z,2024-03-23T13:13:57Z,48.0,3.0,Dylan Miller,email,User reported issue with Company appear score.. Please contact reesethomas@example.com or 891.878.3908x47007 for follow-up.
TKT-00127,CUST-194,Account,High,2024-03-03T22:50:54Z,2024-03-06T21:50:54Z,71.0,10.0,Jamie Arnold,chat,Make travel available ball.
TKT-00128,CUST-122,Feature Request,High,2024-03-12T18:17:09Z,2024-03-14T20:17:09Z,50.0,7.0,Gina Moore,phone,Chance call person one Republican herself our far.
TKT-00129,CUST-434,Integration,Low,2024-03-30T09:44:06Z,2024-04-01T06:44:06Z,45.0,5.0,Dylan Miller,portal,Painting between reduce table prepare shoulder result.
TKT-00130,CUST-151,Account,Medium,2024-03-09T12:28:04Z,2024-03-10T23:28:04Z,35.0,6.0,Michele Williams,email,Involve thousand including still human.
TKT-00131,CUST-231,Account,Low,2024-03-15T01:04:03Z,2024-03-18T00:04:03Z,71.0,6.0,Cristian Santos,email,Customer escalation: Fine fine effort well.. Reach out at fjones@example.org.
TKT-00132,CUST-257,Integration,High,2024-03-13T16:52:59Z,2024-03-14T07:52:59Z,15.0,5.0,Noah Rhodes,chat,Support request: Fine billion medical choice lot suggest glass news.
TKT-00133,CUST-185,Billing,High,2024-03-14T22:12:54Z,2024-03-17T09:12:54Z,59.0,6.0,Jamie Arnold,email,Issue description: Several off southern suddenly.. Call 302-444-5502x296 if urgent.
TKT-00134,CUST-455,Feature Request,Medium,2024-03-04T01:35:26Z,2024-03-05T21:35:26Z,44.0,10.0,Gabrielle Davis,email,Begin most heavy.
TKT-00135,CUST-051,Performance,Medium,2024-03-20T18:20:50Z,,,,Dylan Miller,portal,Game have return since nothing be apply.
TKT-00136,CUST-183,Integration,Low,2024-03-07T06:40:41Z,2024-03-08T04:40:41Z,22.0,6.0,Noah Rhodes,email,Senior anyone bank kitchen.
TKT-00137,CUST-290,Feature Request,Medium,2024-03-21T18:15:17Z,2024-03-23T11:15:17Z,41.0,2.0,Daniel Wagner,phone,Support request: Magazine kind event sense box involve.
TKT-00138,CUST-068,Onboarding,Medium,2024-03-18T05:19:52Z,2024-03-20T21:19:52Z,64.0,10.0,Lisa Hensley,chat,Question or money final determine.
TKT-00139,CUST-409,Onboarding,Medium,2024-03-10T10:08:06Z,2024-03-13T06:08:06Z,68.0,6.0,Monica Herrera,portal,Customer escalation: Area daughter war should share face build market.. Reach out at ythompson@example.net.
TKT-00140,CUST-050,Billing,Medium,2024-03-23T19:49:47Z,2024-03-25T20:49:47Z,49.0,,Monica Herrera,phone,Support request: Identify policy face if whom commercial way.
TKT-00141,CUST-447,Integration,Medium,2024-03-08T19:49:43Z,2024-03-11T14:49:43Z,67.0,6.0,Connie Lawrence,portal,Story turn because such during open model.
TKT-00142,CUST-082,Feature Request,Low,2024-03-12T14:24:26Z,2024-03-13T04:24:26Z,14.0,3.0,Jamie Arnold,chat,That second develop single baby plan.
TKT-00143,CUST-451,Onboarding,Medium,2024-03-04T08:07:05Z,2024-03-04T11:07:05Z,3.0,2.0,Angie Henderson,email,Member town glass road standard spring door.
TKT-00144,CUST-228,Feature Request,Low,2024-03-30T06:56:12Z,2024-03-30T22:56:12Z,16.0,8.0,Cristian Santos,chat,Eight community check service.
TKT-00145,CUST-314,Performance,Low,2024-03-20T20:19:20Z,2024-03-21T12:19:20Z,16.0,9.0,Cristian Santos,portal,Concern significant management senior.
TKT-00146,CUST-334,Performance,Low,2024-03-05T22:29:28Z,2024-03-07T22:29:28Z,48.0,9.0,Jamie Arnold,email,Large under north play person ten physical character.
TKT-00147,CUST-458,Onboarding,High,2024-03-10T02:48:12Z,2024-03-11T04:48:12Z,26.0,1.0,Jamie Arnold,chat,Light place someone option.
TKT-00148,CUST-356,Performance,High,2024-03-23T08:27:34Z,2024-03-24T20:27:34Z,36.0,7.0,Cristian Santos,portal,Medical financial later arm story baby.
TKT-00149,CUST-177,Onboarding,Low,2024-03-23T01:18:15Z,2024-03-24T05:18:15Z,28.0,,Monica Herrera,chat,Past medical leg never.
TKT-00150,CUST-411,Performance,Critical,2024-03-25T18:57:00Z,2024-03-26T21:57:00Z,27.0,9.0,Gina Moore,chat,Support request: Last special prepare.
TKT-00151,CUST-294,Billing,Medium,2024-03-11T19:59:46Z,2024-03-13T07:59:46Z,36.0,1.0,Cristian Santos,portal,Painting may whatever late specific study.
TKT-00152,CUST-136,Account,Medium,2024-03-27T09:54:24Z,2024-03-29T11:54:24Z,50.0,7.0,Cristian Santos,email,Mean common easy just.
TKT-00153,CUST-274,Integration,Low,2024-03-25T01:46:45Z,2024-03-26T03:46:45Z,26.0,7.0,Lisa Hensley,email,Model particular hair truth hold simple.
TKT-00154,CUST-300,Feature Request,High,2024-03-27T11:53:40Z,2024-03-28T09:53:40Z,22.0,,Angie Henderson,email,Appear piece free form newspaper hit edge surface.
TKT-00155,CUST-376,Feature Request,Low,2024-03-05T04:55:00Z,2024-03-05T06:55:00Z,2.0,2.0,Ryan Munoz,email,Their four old center glass whose recognize hot.
TKT-00156,CUST-412,Account,Medium,2024-03-16T08:10:39Z,2024-03-17T13:10:39Z,29.0,2.0,Abigail Shaffer,phone,Issue description: Remember be next poor foreign campaign reflect water.. Call 4544235733 if urgent.
TKT-00157,CUST-134,Onboarding,Low,2024-03-14T17:18:58Z,2024-03-15T15:18:58Z,22.0,,Abigail Shaffer,phone,Fast small medical music.
TKT-00158,CUST-332,Onboarding,High,2024-03-27T00:01:58Z,2024-03-27T12:01:58Z,12.0,8.0,Angie Henderson,email,Also from short capital heavy class story.
TKT-00159,CUST-004,Technical,Low,2024-03-08T22:36:05Z,2024-03-10T23:36:05Z,49.0,,Gabrielle Davis,phone,Speak close join improve put down know expect.
TKT-00160,CUST-258,Billing,Medium,2024-03-19T23:23:39Z,2024-03-22T10:23:39Z,59.0,10.0,Gina Moore,phone,Doctor dream whole six tough create question.
TKT-00161,CUST-325,Billing,High,2024-03-02T16:52:19Z,2024-03-03T21:52:19Z,29.0,1.0,Abigail Shaffer,chat,Worker left example high month whom stage.
TKT-00162,CUST-037,Onboarding,Medium,2024-03-14T18:08:01Z,2024-03-15T02:08:01Z,8.0,,Michele Williams,email,Catch economic political them never bill suffer surface.
TKT-00163,CUST-146,Feature Request,Medium,2024-03-21T07:24:36Z,,,,Jamie Arnold,chat,Base civil last message store.
TKT-00164,CUST-119,Integration,Medium,2024-03-29T18:05:02Z,2024-04-01T00:05:02Z,54.0,,Michele Williams,portal,Watch develop later glass.
TKT-00165,CUST-045,Security,Low,2024-03-15T10:52:25Z,2024-03-16T05:52:25Z,19.0,4.0,Jamie Arnold,email,Increase how hear.
TKT-00166,CUST-149,Onboarding,Medium,2024-03-25T03:17:34Z,2024-03-26T15:17:34Z,36.0,1.0,Allison Hill,chat,Yes heart agreement us stuff practice.
TKT-00167,CUST-149,Technical,Medium,2024-03-12T18:39:26Z,,,,Cristian Santos,phone,Support request: Case expert stop receive.
TKT-00168,CUST-488,Integration,Medium,2024-03-11T09:31:26Z,2024-03-14T03:31:26Z,66.0,8.0,Gina Moore,email,Serve light past town.
TKT-00169,CUST-198,Security,Medium,2024-03-09T06:12:55Z,2024-03-09T12:12:55Z,6.0,6.0,Gabrielle Davis,phone,Eight strong nature.
