ticket_id,customer_id,category,priority,created_at,resolved_at,resolution_hours,satisfaction_score,agent_name,channel,description
TKT-00064,CUST-105,Security,Low,2024-01-10T18:04:25Z,2024-01-11T22:04:25Z,28.0,4.0,Gina Moore,email,However resource away real physical big.
TKT-00065,CUST-420,Performance,Medium,2024-01-28T23:44:21Z,2024-01-29T14:44:21Z,15.0,,Angie Henderson,chat,Support request: Sure outside building worker site.
TKT-00066,CUST-123,Onboarding,Low,2024-01-02T10:24:38Z,2024-01-05T04:24:38Z,66.0,1.0,Ryan Munoz,email,Mouth product attention positive actually information.
TKT-00067,CUST-122,Security,Medium,2024-01-07T23:53:40Z,2024-01-09T17:53:40Z,42.0,2.0,Lisa Hensley,chat,Black whether player stock religious itself safe.
TKT-00068,CUST-363,Account,Medium,2024-01-24T18:18:34Z,,,,Michele Williams,phone,Pattern try simple let stay.
TKT-00069,CUST-455,Account,High,2024-01-11T12:45:08Z,2024-01-13T19:45:08Z,55.0,3.0,Gabrielle Davis,email,Environmental system store beautiful think during let particular.
TKT-00070,CUST-011,Feature Request,High,2024-01-26T12:45:13Z,,,,Ryan Munoz,email,From management foot maintain great election.
TKT-00071,CUST-096,Integration,Medium,2024-01-19T07:35:42Z,,,,Michele Williams,email,They red everybody act way.
TKT-00072,CUST-357,Onboarding,Medium,2024-01-17T00:10:31Z,2024-01-17T13:10:31Z,13.0,4.0,Michele Williams,phone,Drop image new drive.
TKT-00073,CUST-434,Billing,Medium,2024-01-15T12:21:42Z,2024-01-17T16:21:42Z,52.0,3.0,Noah Rhodes,chat,Position make society behavior develop reality fill.
TKT-00074,CUST-411,Performance,Medium,2024-01-29T15:41:54Z,2024-01-29T23:41:54Z,8.0,5.0,Ryan Munoz,email,Support request: Hard network gas you nearly goal law fill.
TKT-00075,CUST-489,Technical,High,2024-01-11T23:07:05Z,2024-01-13T10:07:05Z,35.0,2.0,Abigail Shaffer,email,Building court build movie several.
TKT-00076,CUST-028,Account,Low,2024-01-17T19:14:57Z,2024-01-19T03:14:57Z,32.0,5.0,Connie Lawrence,phone,Course school everybody operation.
TKT-00077,CUST-401,Feature Request,Low,2024-01-04T15:46:07Z,2024-01-06T22:46:07Z,55.0,2.0,Allison Hill,chat,Others wonder strategy fast guess few remain.
TKT-00078,CUST-380,Feature Request,High,2024-01-14T00:06:28Z,2024-01-14T19:06:28Z,19.0,4.0,Ryan Munoz,email,Ever window network recently.
TKT-00079,CUST-296,Feature Request,Low,2024-01-21T12:34:50Z,2024-01-22T13:34:50Z,25.0,4.0,Connie Lawrence,portal,Issue description: Point sell bill activity.. Call 2474116719 if urgent.
TKT-00080,CUST-320,Account,Medium,2024-01-11T10:47:46Z,2024-01-13T13:47:46Z,51.0,,Gabrielle Davis,chat,Specific we be easy.
TKT-00081,CUST-458,Technical,Low,2024-01-05T20:32:10Z,2024-01-07T22:32:10Z,50.0,3.0,Gina Moore,chat,Issue description: Share paper so difficult mission late kind.. Call +1-213-834-1232x812 if urgent.
TKT-00082,CUST-211,Onboarding,High,2024-01-01T07:14:36Z,2024-01-02T16:14:36Z,33.0,3.0,Dylan Miller,chat,Ready like allow explain executive teacher author.
TKT-00083,CUST-163,Account,Medium,2024-01-11T21:31:40Z,2024-01-13T13:31:40Z,40.0,,Gina Moore,chat,Under skin person product value.
TKT-00084,CUST-174,Security,Low,2024-01-01T07:11:06Z,2024-01-02T05:11:06Z,22.0,2.0,Allison Hill,phone,Boy different chance enter central arrive.
TKT-00085,CUST-295,Performance,High,2024-01-17T15:14:16Z,2024-01-18T23:14:16Z,32.0,,Monica Herrera,phone,Support request: Organization station TV keep light.
TKT-00086,CUST-390,Integration,Medium,2024-01-28T07:40:00Z,2024-01-28T15:40:00Z,8.0,,Angie Henderson,portal,User reported issue with Record wall matter management ball.. Please contact prestonjessica@example.net or 901-639-9049x027 for follow-up.
TKT-00087,CUST-493,Feature Request,Medium,2024-01-02T05:54:20Z,,,,Jamie Arnold,email,Customer escalation: Young job sport why.. Reach out at vbailey@example.com.
TKT-00088,CUST-246,Feature Request,Medium,2024-01-24T01:27:09Z,2024-01-25T09:27:09Z,32.0,2.0,Angie Henderson,email,Ten stay ability thank left approach.
TKT-00089,CUST-167,Feature Request,High,2024-01-01T03:54:05Z,2024-01-01T04:54:05Z,1.0,1.0,Abigail Shaffer,phone,Gun series personal service data near until.
TKT-00090,CUST-167,Technical,Low,2024-01-07T07:44:23Z,2024-01-10T00:44:23Z,65.0,3.0,Daniel Wagner,email,Thing machine ahead picture son report.
TKT-00091,CUST-070,Billing,Low,2024-01-28T20:44:06Z,2024-01-30T23:44:06Z,51.0,2.0,Michele Williams,email,Issue description: Nearly need behavior yeah tree.. Call 448.346.7737x8263 if urgent.
TKT-00092,CUST-425,Feature Request,High,2024-01-19T11:24:43Z,2024-01-20T05:24:43Z,18.0,4.0,Allison Hill,chat,Support request: Significant take future skin environment.
TKT-00093,CUST-485,Integration,Critical,2024-01-30T20:31:54Z,2024-01-31T14:31:54Z,18.0,5.0,Noah Rhodes,phone,Executive fear only.
TKT-00094,CUST-208,Performance,Low,2024-01-11T13:09:22Z,2024-01-13T22:09:22Z,57.0,3.0,Cristian Santos,email,Tend land machine forward several help usually.
TKT-00095,CUST-151,Performance,Low,2024-01-12T00:27:24Z,2024-01-13T23:27:24Z,47.0,4.0,Noah Rhodes,chat,Support request: Wonder draw him task improve.. Email julie66@example.net for details.
TKT-00096,CUST-254,Account,Low,2024-01-21T16:38:03Z,2024-01-24T01:38:03Z,57.0,,Allison Hill,portal,That wide avoid sit enter perhaps.
TKT-00097,CUST-083,Integration,Low,2024-01-12T03:02:45Z,2024-01-12T10:02:45Z,7.0,5.0,Monica Herrera,chat,Power system system teacher here first.
TKT-00098,CUST-298,Technical,High,2024-01-02T08:14:38Z,2024-01-04T08:14:38Z,48.0,1.0,Daniel Wagner,email,Their along attention piece TV young section.
TKT-00099,CUST-382,Integration,High,2024-01-06T13:17:05Z,2024-01-08T19:17:05Z,54.0,4.0,Monica Herrera,chat,Within set region beyond coach federal.
TKT-00100,CUST-204,Onboarding,High,2024-01-30T22:37:22Z,2024-01-30T23:37:22Z,1.0,3.0,Noah Rhodes,chat,Animal someone fall.
TKT-00101,CUST-460,Security,High,2024-01-15T03:35:05Z,2024-01-15T22:35:05Z,19.0,1.0,Daniel Wagner,chat,Issue each include radio conference company.
TKT-00102,CUST-371,Performance,High,2024-01-07T15:27:59Z,2024-01-10T06:27:59Z,63.0,1.0,Monica Herrera,chat,Support request: That people drive tree central leave effect effort.
TKT-00103,CUST-216,Performance,Low,2024-01-21T20:46:25Z,2024-01-23T08:46:25Z,36.0,1.0,Daniel Wagner,chat,Together let explain.
TKT-00104,CUST-305,Integration,Medium,2024-01-30T22:21:01Z,2024-02-02T14:21:01Z,64.0,2.0,Gabrielle Davis,chat,Citizen kid generation onto police interesting economic.
TKT-00105,CUST-385,Technical,Low,2024-01-16T11:13:24Z,2024-01-17T12:13:24Z,25.0,2.0,Cristian Santos,email,Current his low down occur.
TKT-00106,CUST-122,Feature Request,High,2024-01-21T17:27:15Z,,,,Jamie Arnold,email,Customer escalation: Fast recognize against stop how account ten.. Reach out at lozanojulie@example.com.
TKT-00107,CUST-241,Billing,Medium,2024-01-16T01:22:08Z,2024-01-17T11:22:08Z,34.0,1.0,Dylan Miller,chat,User reported issue with Travel force indeed customer.. Please contact alyssa42@example.com or 245.617.1236x8516 for follow-up.
TKT-00108,CUST-053,Onboarding,Critical,2024-01-09T07:30:16Z,2024-01-11T14:30:16Z,55.0,,Connie Lawrence,email,Support request: Buy happy see energy herself police he.. Email thomasharvey@example.net for details.
TKT-00109,CUST-409,Security,Medium,2024-01-07T13:16:10Z,,,,Abigail Shaffer,email,Career law provide sea watch industry score.
TKT-00110,CUST-368,Performance,Medium,2024-01-17T10:54:14Z,2024-01-17T22:54:14Z,12.0,3.0,Cristian Santos,chat,Those pressure street past.
TKT-00111,CUST-117,Onboarding,Low,2024-01-01T18:32:11Z,2024-01-03T13:32:11Z,43.0,5.0,Connie Lawrence,phone,Support request: Allow have kitchen wear talk.
TKT-00112,CUST-426,Integration,Low,2024-01-08T01:28:31Z,2024-01-09T09:28:31Z,32.0,1.0,Michele Williams,chat,Customer escalation: Wonder happen top population.. Reach out at sandersjames@example.org.
TKT-00113,CUST-259,Account,Medium,2024-01-05T00:52:37Z,2024-01-07T19:52:37Z,67.0,2.0,Gina Moore,chat,Forget challenge too able teach.
TKT-00114,CUST-092,Onboarding,Medium,2024-01-11T03:09:43Z,,,,Lisa Hensley,email,Would music sometimes body.
TKT-00115,CUST-060,Technical,Low,2024-01-29T23:02:07Z,2024-01-30T14:02:07Z,15.0,2.0,Michele Williams,chat,Capital group small.
TKT-00116,CUST-094,Technical,Medium,2024-01-30T09:36:38Z,2024-02-01T08:36:38Z,47.0,,Lisa Hensley,chat,Support request: Food company appear score moment second live sing.
TKT-00117,CUST-466,Account,High,2024-01-21T08:11:35Z,,,,Ryan Munoz,phone,Order later develop past road training probably.
TKT-00118,CUST-320,Security,Critical,2024-01-19T19:51:21Z,2024-01-20T11:51:21Z,16.0,2.0,Allison Hill,email,Support request: Leader who article look husband.
TKT-00119,CUST-077,Onboarding,Low,2024-01-24T03:05:48Z,2024-01-26T11:05:48Z,56.0,4.0,Abigail Shaffer,chat,Make travel available ball.
TKT-00120,CUST-263,Account,Low,2024-01-22T15:47:51Z,2024-01-24T10:47:51Z,43.0,,Noah Rhodes,phone,Support request: Chance call person one Republican herself our far.
TKT-00121,CUST-227,Integration,Medium,2024-01-21T06:57:06Z,2024-01-23T22:57:06Z,64.0,,Angie Henderson,portal,Painting between reduce table prepare shoulder result.
TKT-00122,CUST-360,Integration,High,2024-01-10T17:38:00Z,2024-01-12T22:38:00Z,53.0,1.0,Gina Moore,chat,Involve thousand including still human.
TKT-00123,CUST-414,Billing,Medium,2024-01-13T08:13:00Z,2024-01-14T17:13:00Z,33.0,3.0,Noah Rhodes,phone,Issue description: Fine fine effort well.. Call (215)628-0988x51656 if urgent.
TKT-00124,CUST-457,Performance,Low,2024-01-25T04:44:50Z,2024-01-27T23:44:50Z,67.0,5.0,Michele Williams,email,Fine billion medical choice lot suggest glass news.
TKT-00125,CUST-272,Integration,Critical,2024-01-09T06:44:47Z,2024-01-11T06:44:47Z,48.0,5.0,Monica Herrera,chat,Several off southern suddenly.
TKT-00126,CUST-221,Performance,Low,2024-01-10T15:00:41Z,2024-01-12T18:00:41Z,51.0,5.0,Gabrielle Davis,portal,Party poor ago upon stop environment Congress reflect.
TKT-00127,CUST-165,Account,Medium,2024-01-13T08:42:05Z,2024-01-14T16:42:05Z,32.0,,Monica Herrera,chat,Tv go consider century price.
TKT-00128,CUST-159,Security,Critical,2024-01-15T19:25:10Z,2024-01-16T13:25:10Z,18.0,,Allison Hill,phone,Center plan air second.
TKT-00129,CUST-323,Performance,Low,2024-01-23T02:31:33Z,2024-01-24T13:31:33Z,35.0,4.0,Cristian Santos,chat,Heavy law church find food.
TKT-00130,CUST-183,Billing,Low,2024-01-09T05:15:09Z,2024-01-10T02:15:09Z,21.0,5.0,Abigail Shaffer,phone,Support request: Other third choose senior anyone bank kitchen.
TKT-00131,CUST-144,Technical,Low,2024-01-24T14:31:04Z,2024-01-24T23:31:04Z,9.0,,Allison Hill,chat,Magazine kind event sense box involve.
TKT-00132,CUST-491,Onboarding,High,2024-01-13T06:57:04Z,,,,Angie Henderson,email,Question or money final determine.
TKT-00133,CUST-356,Security,Low,2024-01-07T15:55:22Z,,,,Angie Henderson,chat,Area daughter war should share face build market.
TKT-00134,CUST-012,Onboarding,Medium,2024-01-13T07:04:54Z,2024-01-15T08:04:54Z,49.0,,Noah Rhodes,phone,Compare herself region matter street south.
TKT-00135,CUST-026,Account,Medium,2024-01-03T07:41:27Z,2024-01-04T06:41:27Z,23.0,2.0,Monica Herrera,phone,However score job least.
TKT-00136,CUST-358,Security,Medium,2024-01-28T19:42:34Z,2024-01-30T00:42:34Z,29.0,2.0,Daniel Wagner,email,Television office of remember.
TKT-00137,CUST-034,Integration,Low,2024-01-27T21:58:39Z,2024-01-28T04:58:39Z,7.0,2.0,Allison Hill,chat,Face if whom commercial way least.
TKT-00138,CUST-014,Technical,High,2024-01-03T00:50:10Z,2024-01-05T06:50:10Z,54.0,5.0,Cristian Santos,chat,Because such during open model how.
TKT-00139,CUST-129,Account,Medium,2024-01-25T01:02:34Z,2024-01-25T08:02:34Z,7.0,3.0,Jamie Arnold,phone,Second develop single baby plan.
TKT-00140,CUST-481,Billing,Low,2024-01-10T08:49:46Z,2024-01-12T05:49:46Z,45.0,2.0,Connie Lawrence,email,Member town glass road standard spring door.
TKT-00141,CUST-327,Technical,Medium,2024-01-06T01:28:01Z,2024-01-07T06:28:01Z,29.0,5.0,Abigail Shaffer,portal,Eight community check service.
TKT-00142,CUST-474,Account,Medium,2024-01-29T20:56:55Z,2024-01-31T16:56:55Z,44.0,2.0,Allison Hill,chat,Concern significant management senior.
TKT-00143,CUST-356,Integration,Medium,2024-01-17T08:54:17Z,,,,Allison Hill,chat,Large under north play person ten physical character.
TKT-00144,CUST-079,Feature Request,Low,2024-01-09T10:02:51Z,2024-01-09T18:02:51Z,8.0,5.0,Noah Rhodes,email,Light place someone option.
TKT-00145,CUST-339,Account,Low,2024-01-16T15:20:42Z,,,,Allison Hill,portal,Medical financial later arm story baby.
TKT-00146,CUST-421,Onboarding,Low,2024-01-24T04:07:37Z,2024-01-24T11:07:37Z,7.0,3.0,Connie Lawrence,chat,Support request: Past medical leg never.
TKT-00147,CUST-108,Feature Request,Medium,2024-01-07T00:38:51Z,,,,Daniel Wagner,email,Support request: Last special prepare.
TKT-00148,CUST-172,Account,Medium,2024-01-06T07:41:22Z,2024-01-07T01:41:22Z,18.0,1.0,Abigail Shaffer,portal,Painting may whatever late specific study.
TKT-00149,CUST-050,Billing,Medium,2024-01-07T16:47:09Z,,,,Noah Rhodes,email,Mean common easy just.
TKT-00150,CUST-264,Feature Request,Medium,2024-01-29T18:06:09Z,2024-01-31T20:06:09Z,50.0,,Allison Hill,email,Model particular hair truth hold simple.
TKT-00151,CUST-086,Account,Medium,2024-01-03T13:50:40Z,2024-01-06T07:50:40Z,66.0,,Gina Moore,portal,Appear piece free form newspaper hit edge surface.
TKT-00152,CUST-109,Technical,Low,2024-01-25T09:32:26Z,2024-01-26T19:32:26Z,34.0,1.0,Jamie Arnold,chat,Their four old center glass whose recognize hot.
TKT-00153,CUST-464,Security,Medium,2024-01-26T16:00:04Z,2024-01-27T22:00:04Z,30.0,2.0,Michele Williams,email,Remember be next poor foreign campaign reflect water.
TKT-00154,CUST-185,Account,Low,2024-01-30T13:37:49Z,2024-01-31T10:37:49Z,21.0,4.0,Noah Rhodes,email,Support request: Behavior provide meet adult final week game.
TKT-00155,CUST-378,Integration,High,2024-01-12T23:14:36Z,2024-01-14T03:14:36Z,28.0,4.0,Daniel Wagner,portal,Court yourself choice fast small medical music.
TKT-00156,CUST-329,Onboarding,Medium,2024-01-04T16:03:17Z,,,,Noah Rhodes,chat,Support request: Also from short capital heavy class story.. Email jenniferwilliams@example.com for details.
TKT-00157,CUST-076,Security,Medium,2024-01-29T16:19:48Z,2024-01-29T22:19:48Z,6.0,1.0,Daniel Wagner,email,Sing me industry class current.
TKT-00158,CUST-283,Billing,Low,2024-01-14T22:28:14Z,2024-01-15T22:28:14Z,24.0,5.0,Cristian Santos,phone,Catch economic political them never bill suffer surface.
TKT-00159,CUST-482,Security,Medium,2024-01-07T12:52:32Z,2024-01-07T18:52:32Z,6.0,,Angie Henderson,portal,Base civil last message store.
TKT-00160,CUST-320,Onboarding,Medium,2024-01-04T02:25:35Z,2024-01-05T14:25:35Z,36.0,3.0,Michele Williams,chat,Watch develop later glass.
TKT-00161,CUST-143,Performance,High,2024-01-13T03:05:25Z,2024-01-13T12:05:25Z,9.0,1.0,Cristian Santos,email,Increase how hear.
TKT-00162,CUST-057,Feature Request,Medium,2024-01-16T11:07:41Z,2024-01-18T05:07:41Z,42.0,1.0,Angie Henderson,chat,Yes heart agreement us stuff practice.
TKT-00163,CUST-108,Integration,Low,2024-01-02T22:21:20Z,,,,Angie Henderson,email,Case expert stop receive.
TKT-00164,CUST-292,Performance,High,2024-01-06T09:43:11Z,2024-01-07T15:43:11Z,30.0,5.0,Michele Williams,chat,Serve light past town.
TKT-00165,CUST-240,Onboarding,Low,2024-01-20T08:44:47Z,2024-01-20T11:44:47Z,3.0,,Daniel Wagner,email,Eight strong nature.
TKT-00166,CUST-059,Account,High,2024-01-22T09:19:44Z,2024-01-22T13:19:44Z,4.0,5.0,Allison Hill,email,Month book explain feeling answer information soldier lead.
TKT-00167,CUST-495,Billing,Critical,2024-01-03T21:58:40Z,2024-01-06T00:58:40Z,51.0,2.0,Cristian Santos,email,Student matter movie place.
TKT-00168,CUST-483,Performance,Medium,2024-01-10T04:45:01Z,,,,Michele Williams,phone,Drop century investment pass drive indicate professor.
TKT-00169,CUST-151,Integration,Medium,2024-01-19T20:12:42Z,2024-01-21T17:12:42Z,45.0,1.0,Dylan Miller,portal,Model guess well name.
TKT-00170,CUST-181,Technical,Low,2024-01-27T18:20:28Z,2024-01-29T05:20:28Z,35.0,2.0,Connie Lawrence,email,Never hospital like player wonder effect administration.
